index,gender,car,reality,child_num,income_total,income_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
8697,F,N,N,0,112500.0,Working,House / apartment,-9413,-2223,0,1,0,,2.0,-31.0
8698,F,N,Y,0,135000.0,Working,House / apartment,-16269,-1358,0,0,0,Sales staff,1.0,-13.0
8699,M,Y,Y,0,180000.0,Working,House / apartment,-20014,-249,1,1,0,Security staff,2.0,-36.0
8700,F,Y,Y,1,180000.0,Working,House / apartment,-13908,-2512,0,0,0,Cooking staff,3.0,-8.0
8701,M,N,N,0,391500.0,Working,Municipal apartment,-9242,-508,0,0,0,Sales staff,1.0,-38.0
8702,M,N,N,2,225000.0,Working,House / apartment,-16768,-3088,1,0,0,Laborers,4.0,-57.0
8703,M,Y,Y,3,148500.0,State servant,House / apartment,-12960,-2027,0,1,0,Drivers,5.0,-31.0
8704,F,N,N,0,247500.0,Working,House / apartment,-14136,-7400,1,1,0,Managers,2.0,-6.0
8705,M,N,Y,2,135000.0,Commercial associate,House / apartment,-17299,-376,0,0,0,Security staff,4.0,-21.0
8706,F,N,N,0,225000.0,Pensioner,House / apartment,-22543,365243,0,0,0,,2.0,-40.0
8707,M,Y,Y,0,427500.0,Working,House / apartment,-19894,-1229,0,0,0,Managers,2.0,-22.0
8708,M,Y,N,1,211500.0,Commercial associate,House / apartment,-14290,-2470,0,0,0,Drivers,3.0,-10.0
8709,F,N,N,1,90000.0,Working,House / apartment,-16118,-1959,0,1,0,,3.0,-5.0
8710,F,N,Y,0,130500.0,State servant,House / apartment,-12676,-3455,0,0,0,Core staff,2.0,-18.0
8711,M,Y,N,0,252000.0,Working,House / apartment,-15227,-5300,1,1,0,Laborers,2.0,-47.0
8712,F,N,N,0,112500.0,Pensioner,House / apartment,-22365,365243,0,0,0,,2.0,-26.0
8713,F,N,N,0,157500.0,Working,House / apartment,-19702,-9870,1,1,0,,2.0,-6.0
8714,F,N,Y,0,324000.0,Working,House / apartment,-16120,-1557,0,0,0,High skill tech staff,1.0,-4.0
8715,M,Y,Y,0,94500.0,Working,House / apartment,-14138,-1072,0,0,0,Drivers,1.0,-30.0
8716,M,Y,N,1,180000.0,Working,House / apartment,-10900,-1436,0,0,0,Sales staff,3.0,-20.0
8717,M,Y,Y,1,135000.0,Commercial associate,House / apartment,-18230,-444,1,1,0,Managers,3.0,-5.0
8718,M,N,N,0,130500.0,Working,With parents,-11873,-3504,0,0,0,Laborers,1.0,-51.0
8719,F,Y,N,1,247500.0,Commercial associate,House / apartment,-15090,-6495,0,0,0,Sales staff,2.0,-21.0
8720,F,N,Y,0,157500.0,Working,House / apartment,-17144,-1050,0,0,1,Core staff,2.0,-18.0
8721,F,N,Y,0,112500.0,Pensioner,House / apartment,-20665,365243,0,0,0,,2.0,-9.0
8722,F,N,Y,0,67500.0,Pensioner,House / apartment,-22116,365243,0,0,0,,1.0,-14.0
8723,M,Y,Y,0,135000.0,Working,With parents,-9981,-1866,0,0,1,Laborers,2.0,-51.0
8724,F,N,Y,0,292500.0,Working,House / apartment,-21016,-14018,0,0,0,Medicine staff,2.0,-41.0
8725,M,Y,N,2,171000.0,Working,With parents,-11301,-2250,1,0,0,Laborers,4.0,-47.0
8726,F,Y,N,0,135000.0,Working,House / apartment,-19010,-6761,1,1,0,Cleaning staff,2.0,-19.0
8727,F,N,Y,0,202500.0,Commercial associate,House / apartment,-20814,-7871,0,1,0,,1.0,-8.0
8728,F,N,Y,0,108000.0,Commercial associate,House / apartment,-12098,-2226,1,0,0,Sales staff,2.0,-2.0
8729,F,Y,Y,1,135000.0,Working,House / apartment,-12071,-721,0,0,0,,3.0,-53.0
8730,M,N,Y,1,157500.0,State servant,House / apartment,-8948,-1751,0,0,0,Core staff,3.0,-23.0
8731,F,N,N,0,225000.0,Commercial associate,House / apartment,-10559,-429,1,1,0,Drivers,2.0,-35.0
8732,F,N,Y,2,247500.0,Commercial associate,House / apartment,-13019,-2307,0,0,0,,4.0,-6.0
8733,F,Y,Y,0,180000.0,Commercial associate,House / apartment,-20165,-6565,0,0,0,Core staff,2.0,-17.0
8734,F,N,N,1,180000.0,Working,House / apartment,-11630,-3769,0,0,0,Laborers,3.0,-44.0
8735,F,Y,N,0,337500.0,Commercial associate,House / apartment,-12826,-5099,1,1,0,,2.0,-24.0
8736,F,N,Y,0,202500.0,Commercial associate,House / apartment,-15941,-5830,0,0,0,Managers,2.0,-30.0
8737,F,Y,Y,0,121500.0,State servant,House / apartment,-19988,-3231,1,0,0,,2.0,-35.0
8738,M,Y,N,0,315000.0,Commercial associate,House / apartment,-14011,-978,0,0,0,Managers,2.0,-42.0
8739,M,N,N,0,225000.0,Commercial associate,House / apartment,-19000,-1170,1,1,0,Drivers,1.0,-18.0
8740,F,N,N,0,180000.0,Working,Municipal apartment,-19868,-3278,0,0,0,Core staff,1.0,-54.0
8741,M,N,Y,1,157500.0,Working,House / apartment,-12272,-2212,1,0,0,Laborers,3.0,-46.0
8742,F,N,N,1,112500.0,Working,House / apartment,-10520,-542,0,1,0,Sales staff,3.0,-17.0
8743,M,Y,Y,0,225000.0,Commercial associate,House / apartment,-19451,-962,0,0,0,Core staff,2.0,-8.0
8744,F,N,N,0,135000.0,Working,House / apartment,-9818,-520,0,0,0,Core staff,1.0,-12.0
8745,F,Y,N,0,247500.0,Working,House / apartment,-10129,-1108,1,0,0,Medicine staff,1.0,-36.0
8746,F,N,Y,0,247500.0,Commercial associate,House / apartment,-21440,-4060,0,0,0,Sales staff,2.0,-28.0
8747,M,Y,Y,0,157500.0,Working,House / apartment,-13049,-747,0,0,0,Laborers,2.0,-46.0
8748,M,Y,Y,1,270000.0,Commercial associate,House / apartment,-12250,-857,0,0,0,Laborers,3.0,-9.0
8749,F,N,Y,0,67050.0,Pensioner,House / apartment,-24305,365243,0,0,0,,2.0,-22.0
8750,F,Y,N,0,180000.0,Working,House / apartment,-10351,-1322,0,0,0,,2.0,-8.0
8751,M,N,Y,0,157500.0,Working,House / apartment,-8396,-1509,1,1,0,Core staff,1.0,-31.0
8752,F,Y,Y,0,270000.0,Working,House / apartment,-16971,-375,0,0,0,,1.0,-22.0
8753,F,N,N,1,135000.0,Commercial associate,With parents,-13689,-1172,0,0,0,Sales staff,3.0,-28.0
8754,F,N,N,0,112500.0,Pensioner,House / apartment,-21135,365243,0,0,0,,1.0,-10.0
8755,F,Y,N,0,216000.0,Working,House / apartment,-12304,-857,1,0,0,,2.0,-14.0
8756,M,N,N,1,135000.0,Working,House / apartment,-11101,-96,1,0,0,Security staff,3.0,-13.0
8757,F,N,N,0,112500.0,Pensioner,House / apartment,-22061,365243,0,0,0,,1.0,-12.0
8758,F,N,Y,0,117000.0,Pensioner,House / apartment,-22773,365243,0,1,0,,2.0,-27.0
8759,M,Y,Y,0,112500.0,Working,House / apartment,-10475,-2757,1,1,1,Drivers,1.0,-42.0
8760,F,N,N,0,157500.0,Working,House / apartment,-16888,-2687,0,0,0,Core staff,2.0,-52.0
8761,F,N,Y,1,135000.0,Working,With parents,-10190,-279,0,0,0,,3.0,-48.0
8762,M,Y,N,0,112500.0,Working,House / apartment,-10004,-1962,0,1,0,,2.0,-20.0
8763,F,N,N,0,189000.0,Working,House / apartment,-20701,-1746,0,0,0,Sales staff,1.0,-56.0
8764,F,N,Y,0,157500.0,Working,House / apartment,-17312,-2500,0,0,0,Sales staff,2.0,-56.0
8765,M,N,Y,0,247500.0,Working,House / apartment,-8887,-170,1,1,0,Managers,2.0,-2.0
8766,F,Y,Y,3,157500.0,Working,House / apartment,-12843,-755,0,0,0,Core staff,5.0,-38.0
8767,F,N,Y,1,148500.0,Working,House / apartment,-15083,-847,0,0,0,High skill tech staff,3.0,-37.0
8768,M,Y,N,0,135000.0,Working,Co-op apartment,-13241,-436,1,1,0,Laborers,2.0,-54.0
8769,F,N,Y,0,112500.0,Pensioner,House / apartment,-20132,365243,0,1,0,,1.0,-27.0
8770,F,N,Y,0,202500.0,Working,House / apartment,-15089,-5231,0,0,0,,1.0,-27.0
8771,F,N,Y,0,112500.0,Pensioner,House / apartment,-20536,365243,0,0,0,,1.0,-43.0
8772,M,Y,Y,0,225000.0,Commercial associate,House / apartment,-8345,-789,0,0,0,Laborers,1.0,-13.0
8773,M,Y,N,0,360000.0,Working,House / apartment,-14494,-747,0,0,1,Laborers,2.0,-39.0
8774,F,N,Y,0,90000.0,Commercial associate,House / apartment,-19867,-720,0,0,1,,1.0,-9.0
8775,M,Y,Y,0,112500.0,Pensioner,House / apartment,-23287,365243,0,0,0,,2.0,-1.0
8776,F,N,N,0,117000.0,Commercial associate,House / apartment,-15607,-2437,0,0,0,Sales staff,2.0,-53.0
8777,F,N,Y,0,225000.0,Commercial associate,House / apartment,-17031,-642,0,0,0,Core staff,1.0,-32.0
8778,M,N,Y,2,675000.0,State servant,House / apartment,-14163,-6886,0,1,0,Drivers,4.0,-14.0
8779,F,Y,N,0,58500.0,Pensioner,House / apartment,-23377,365243,0,0,0,,2.0,-3.0
8780,F,N,N,0,76500.0,Working,House / apartment,-17401,-1346,1,0,0,,2.0,-23.0
8781,F,N,Y,0,450000.0,Working,House / apartment,-21480,-4660,1,0,0,,2.0,-12.0
8782,M,Y,N,0,225000.0,Working,House / apartment,-12769,-4114,1,1,0,HR staff,2.0,-7.0
8783,M,N,N,0,270000.0,State servant,House / apartment,-9787,-1674,0,0,0,,2.0,-18.0
8784,F,N,N,0,135000.0,Working,House / apartment,-10666,-1093,1,0,0,,2.0,-20.0
8785,M,Y,N,0,225000.0,Commercial associate,House / apartment,-13648,-4167,0,0,0,Drivers,2.0,-54.0
8786,F,Y,Y,0,202500.0,Working,House / apartment,-14711,-6425,0,0,0,Sales staff,2.0,-34.0
8787,F,N,Y,0,157500.0,Working,House / apartment,-19718,-1292,0,0,0,Cooking staff,2.0,-8.0
8788,M,Y,N,0,202500.0,Working,House / apartment,-15181,-3062,0,0,0,,2.0,-57.0
8789,F,N,N,0,76500.0,State servant,With parents,-8520,-550,1,0,0,Medicine staff,1.0,-5.0
8790,M,N,Y,0,157500.0,Commercial associate,House / apartment,-14059,-1379,1,0,0,Drivers,2.0,-42.0
8791,F,Y,Y,0,225000.0,State servant,House / apartment,-16643,-180,0,0,0,Medicine staff,2.0,-50.0
8792,M,Y,Y,2,225000.0,Working,House / apartment,-10796,-2531,1,0,0,Laborers,4.0,-27.0
8793,F,N,Y,0,135000.0,Pensioner,House / apartment,-23351,365243,0,0,0,,2.0,-14.0
8794,F,N,Y,0,165150.0,Pensioner,House / apartment,-23372,365243,0,0,0,,2.0,-39.0
8795,F,N,Y,0,112500.0,Pensioner,House / apartment,-24821,365243,0,0,0,,2.0,-50.0
8796,F,N,Y,0,225000.0,Working,House / apartment,-18934,-1539,0,0,1,Accountants,1.0,-41.0
8797,M,Y,Y,0,202500.0,Working,House / apartment,-17585,-3017,0,0,0,Drivers,2.0,-34.0
8798,M,N,Y,0,225000.0,Working,Municipal apartment,-10565,-811,1,1,0,,2.0,-17.0
8799,F,N,Y,0,117000.0,Pensioner,House / apartment,-22727,365243,0,0,0,,1.0,-8.0
8800,M,Y,Y,0,198000.0,Working,House / apartment,-21111,-1159,0,0,0,Drivers,2.0,-32.0
8801,F,N,Y,1,112500.0,Working,House / apartment,-10406,-2774,0,0,1,Core staff,3.0,-29.0
8802,M,Y,N,0,292500.0,State servant,Office apartment,-17967,-4937,0,0,0,Managers,1.0,-24.0
8803,F,N,N,2,171000.0,Working,House / apartment,-14622,-1160,1,1,0,Core staff,4.0,-13.0
8804,M,Y,Y,1,450000.0,Commercial associate,House / apartment,-15439,-2605,0,0,0,Managers,3.0,-30.0
8805,F,Y,Y,1,270000.0,Commercial associate,House / apartment,-14186,-1736,0,1,0,Sales staff,3.0,-27.0
8806,F,N,Y,1,135000.0,Working,House / apartment,-13833,-617,0,0,0,Accountants,3.0,-11.0
8807,F,Y,N,0,157500.0,Commercial associate,House / apartment,-12309,-1962,0,0,0,,2.0,-26.0
8808,F,N,Y,0,81000.0,Pensioner,House / apartment,-23639,365243,0,0,0,,1.0,-47.0
8809,F,N,N,2,108000.0,Commercial associate,House / apartment,-13596,-1323,1,1,0,Core staff,4.0,-26.0
8810,F,Y,Y,0,135000.0,Commercial associate,House / apartment,-14221,-1542,0,0,0,Private service staff,2.0,-13.0
8811,F,N,Y,0,90000.0,Pensioner,House / apartment,-20299,365243,0,1,0,,2.0,-4.0
8812,F,N,N,0,112500.0,Working,With parents,-10240,-818,1,1,0,Core staff,1.0,-52.0
8813,M,Y,Y,0,222750.0,Working,House / apartment,-16944,-1324,0,0,0,Drivers,2.0,-54.0
8814,M,Y,N,0,119250.0,Working,House / apartment,-17542,-645,0,0,1,Drivers,2.0,-42.0
8815,F,N,N,1,135000.0,Commercial associate,With parents,-13689,-1172,0,0,0,Sales staff,3.0,-25.0
8816,M,N,N,2,202500.0,Working,House / apartment,-10525,-863,1,1,0,,4.0,-1.0
8817,F,Y,Y,0,108000.0,Working,Municipal apartment,-19316,-6039,0,0,0,Core staff,2.0,-60.0
8818,F,N,Y,0,54000.0,Pensioner,House / apartment,-24507,365243,0,0,0,,2.0,-18.0
8819,F,Y,N,0,157500.0,Commercial associate,House / apartment,-12309,-1962,0,0,0,,2.0,-43.0
8820,F,N,N,3,135000.0,Working,House / apartment,-13491,-552,0,0,0,Waiters/barmen staff,5.0,-58.0
8821,M,Y,Y,0,180000.0,Working,House / apartment,-19565,-3246,0,0,0,,2.0,-22.0
8822,M,Y,Y,0,180000.0,Working,With parents,-10722,-93,0,0,0,Cooking staff,2.0,-18.0
8823,F,Y,Y,0,247500.0,Commercial associate,House / apartment,-17330,-962,0,1,0,Sales staff,2.0,-40.0
8824,F,N,N,0,90000.0,Working,House / apartment,-17834,-1330,0,0,0,Medicine staff,2.0,-21.0
8825,F,N,Y,0,270000.0,Working,House / apartment,-18114,-10121,0,0,0,High skill tech staff,2.0,-34.0
8826,F,N,Y,0,126000.0,Pensioner,House / apartment,-21747,365243,0,0,0,,1.0,-25.0
8827,M,Y,N,0,270000.0,Commercial associate,House / apartment,-11621,-2349,0,1,0,,1.0,-20.0
8828,F,N,Y,1,67500.0,Working,House / apartment,-15252,-887,1,0,0,Core staff,3.0,-22.0
8829,F,N,N,0,90000.0,Working,House / apartment,-11639,-3333,1,0,0,Waiters/barmen staff,2.0,-12.0
8830,F,N,Y,5,157500.0,Working,House / apartment,-13039,-3375,0,0,0,Laborers,7.0,-21.0
8831,F,N,N,0,135000.0,Working,Municipal apartment,-20850,-5543,0,1,0,Sales staff,2.0,-12.0
8832,F,N,Y,1,67500.0,Working,Rented apartment,-14575,-2146,0,0,1,Laborers,3.0,-37.0
8833,F,N,N,1,135000.0,Commercial associate,House / apartment,-10725,-2802,0,0,0,Private service staff,2.0,-8.0
8834,F,N,Y,0,135000.0,Working,House / apartment,-15836,-3034,0,0,0,,2.0,-32.0
8835,F,N,Y,0,157500.0,Commercial associate,House / apartment,-17040,-1222,1,0,0,Sales staff,1.0,-22.0
8836,M,Y,N,2,180000.0,Commercial associate,House / apartment,-14452,-4249,0,0,0,Drivers,4.0,-43.0
8837,F,Y,N,1,112500.0,Working,House / apartment,-10028,-1618,0,0,0,Core staff,2.0,-59.0
8838,M,Y,N,0,225000.0,Commercial associate,House / apartment,-14346,-302,0,0,0,,2.0,-20.0
8839,F,N,N,2,135000.0,Working,House / apartment,-13434,-1254,1,0,0,Laborers,3.0,-14.0
8840,F,N,Y,0,180000.0,Pensioner,House / apartment,-22115,365243,0,1,0,,2.0,-41.0
8841,F,N,Y,0,202500.0,Commercial associate,House / apartment,-17822,-1730,0,0,0,Managers,2.0,-7.0
8842,F,N,N,0,252000.0,Pensioner,House / apartment,-21100,365243,0,0,0,,2.0,-27.0
8843,F,Y,Y,1,135000.0,Working,House / apartment,-14863,-4407,0,0,0,Managers,3.0,-36.0
8844,M,N,N,1,270000.0,Working,House / apartment,-9943,-554,1,0,0,Managers,3.0,-41.0
8845,F,Y,N,0,225000.0,Working,House / apartment,-20641,-1064,0,1,0,Sales staff,2.0,-31.0
8846,F,N,Y,2,180000.0,Commercial associate,House / apartment,-12821,-5657,0,0,0,Laborers,4.0,-38.0
8847,F,N,N,0,81000.0,Pensioner,House / apartment,-20920,365243,0,0,0,,2.0,-49.0
8848,F,N,Y,0,144000.0,State servant,House / apartment,-16311,-7504,0,0,0,Accountants,2.0,-12.0
8849,M,Y,N,1,121500.0,Working,House / apartment,-14372,-349,0,1,0,Drivers,2.0,-3.0
8850,F,N,Y,0,112500.0,Commercial associate,House / apartment,-9718,-200,1,1,0,Core staff,2.0,-5.0
8851,M,N,Y,0,114750.0,Pensioner,House / apartment,-21268,365243,0,0,0,,1.0,-25.0
8852,F,N,N,0,121500.0,Commercial associate,House / apartment,-18828,-6195,0,0,0,,2.0,-16.0
8853,M,N,N,0,180000.0,Working,House / apartment,-14972,-1063,0,0,0,Core staff,2.0,-1.0
8854,F,Y,N,0,144000.0,Commercial associate,House / apartment,-16830,-3458,0,0,0,,2.0,-54.0
8855,M,N,Y,0,112500.0,Working,House / apartment,-8699,-202,0,0,1,Cooking staff,2.0,-14.0
8856,F,N,Y,0,135000.0,Working,House / apartment,-21396,-1013,0,0,1,High skill tech staff,2.0,-41.0
8857,F,Y,Y,1,126000.0,Working,House / apartment,-13173,-1083,1,0,0,Sales staff,3.0,-29.0
8858,F,N,Y,0,112500.0,Working,House / apartment,-13217,-98,0,1,0,Sales staff,2.0,-4.0
8859,F,N,Y,0,135000.0,Commercial associate,House / apartment,-11375,-1236,0,0,0,Sales staff,1.0,-1.0
8860,F,Y,Y,0,225000.0,Commercial associate,House / apartment,-11879,-308,1,1,0,Sales staff,2.0,-47.0
8861,F,Y,N,0,67500.0,Pensioner,House / apartment,-22989,365243,0,1,0,,2.0,-19.0
8862,F,N,N,0,67500.0,Working,With parents,-16366,-108,0,0,0,Cleaning staff,2.0,-53.0
8863,F,N,Y,1,225000.0,Commercial associate,House / apartment,-9043,-1020,0,0,0,,2.0,-14.0
8864,F,N,N,2,112500.0,Commercial associate,House / apartment,-15162,-1810,1,0,0,,4.0,-10.0
8865,F,N,Y,2,337500.0,State servant,House / apartment,-15648,-4157,1,0,1,Managers,4.0,-15.0
8866,M,Y,Y,3,270000.0,Working,House / apartment,-12689,-1163,0,0,0,Laborers,5.0,-24.0
8867,F,N,Y,2,157500.0,Working,House / apartment,-15282,-3270,0,0,0,Laborers,4.0,-16.0
8868,M,Y,N,0,112500.0,Commercial associate,House / apartment,-16185,-273,0,1,0,Laborers,2.0,-32.0
8869,F,N,Y,0,180000.0,Commercial associate,House / apartment,-10572,-137,0,0,0,,2.0,-19.0
8870,F,N,Y,0,126000.0,Pensioner,House / apartment,-21892,365243,0,0,0,,2.0,-23.0
8871,F,N,Y,0,130500.0,Working,House / apartment,-13520,-5488,0,0,0,Core staff,2.0,-55.0
8872,M,Y,Y,1,135000.0,Commercial associate,House / apartment,-11759,-91,0,0,0,Managers,3.0,-53.0
8873,F,N,Y,1,135000.0,Working,House / apartment,-16323,-5467,0,0,0,Medicine staff,3.0,-23.0
8874,F,N,Y,0,216000.0,Pensioner,House / apartment,-20024,365243,0,0,0,,1.0,-23.0
8875,M,Y,Y,1,292500.0,Working,House / apartment,-16666,-4469,0,1,0,Laborers,3.0,-58.0
8876,M,Y,Y,2,225000.0,Working,House / apartment,-16221,-6903,1,1,0,Laborers,4.0,-12.0
8877,M,Y,N,0,270000.0,Working,House / apartment,-11955,-893,1,1,1,Laborers,2.0,-4.0
8878,M,Y,N,0,459000.0,Commercial associate,House / apartment,-15980,-119,1,1,0,Drivers,2.0,-36.0
8879,F,N,Y,0,90000.0,Pensioner,House / apartment,-23262,365243,0,1,0,,1.0,-43.0
8880,F,N,Y,0,157500.0,State servant,House / apartment,-20163,-223,1,1,0,Core staff,2.0,-53.0
8881,F,N,N,1,157500.0,Working,House / apartment,-13549,-2877,0,1,0,Accountants,3.0,-12.0
8882,F,Y,N,0,247500.0,Working,House / apartment,-13546,-2142,0,0,0,Laborers,1.0,-45.0
8883,F,N,Y,0,171000.0,Student,House / apartment,-18756,-3904,0,0,1,Core staff,2.0,-60.0
8884,F,N,N,0,247500.0,Working,House / apartment,-14136,-7400,1,1,0,Managers,2.0,-4.0
8885,F,N,Y,1,90000.0,Working,House / apartment,-13352,-2561,1,1,0,,3.0,-23.0
8886,F,Y,Y,0,315000.0,Commercial associate,House / apartment,-9130,-1390,0,1,0,Core staff,1.0,-41.0
8887,F,N,Y,0,90000.0,Commercial associate,House / apartment,-19482,-2878,0,0,0,Laborers,2.0,-41.0
8888,F,Y,Y,0,225000.0,Commercial associate,With parents,-9690,-1193,0,0,0,Core staff,1.0,-12.0
8889,M,Y,Y,2,135000.0,Working,House / apartment,-9042,-1000,0,0,0,Laborers,4.0,-8.0
8890,M,Y,Y,0,157500.0,Working,House / apartment,-18778,-1785,0,0,0,,2.0,-30.0
8891,F,N,Y,0,135000.0,Pensioner,House / apartment,-23146,365243,0,0,0,,1.0,-14.0
8892,M,Y,N,2,171000.0,Working,House / apartment,-9979,-957,0,0,0,Laborers,4.0,-22.0
8893,F,N,Y,0,225000.0,Commercial associate,House / apartment,-22897,-1812,0,0,0,Managers,2.0,-13.0
8894,M,Y,N,0,270000.0,Commercial associate,House / apartment,-20689,-4538,0,0,0,,2.0,-27.0
8895,F,N,Y,0,148500.0,Working,House / apartment,-19826,-2888,0,0,1,High skill tech staff,1.0,-57.0
8896,F,N,Y,1,180000.0,Pensioner,House / apartment,-18979,365243,0,1,0,,3.0,-8.0
8897,M,N,Y,1,202500.0,Commercial associate,House / apartment,-14143,-275,0,1,0,Drivers,3.0,-47.0
8898,F,N,Y,0,47250.0,Pensioner,Municipal apartment,-21414,365243,0,1,0,,2.0,-9.0
8899,M,N,Y,2,112500.0,Working,House / apartment,-14358,-2317,0,0,0,,4.0,-1.0
8900,M,N,Y,1,292500.0,Working,House / apartment,-16632,-1679,0,0,0,Laborers,3.0,-9.0
8901,F,N,Y,0,135000.0,Working,House / apartment,-11905,-2470,0,1,1,Cooking staff,2.0,-52.0
8902,F,N,Y,0,157500.0,Pensioner,House / apartment,-23596,365243,0,0,0,,1.0,-12.0
8903,F,Y,Y,0,135000.0,Working,House / apartment,-16344,-126,0,1,0,Drivers,2.0,-8.0
8904,F,Y,Y,0,126000.0,Commercial associate,House / apartment,-10302,-734,0,0,0,Core staff,2.0,-37.0
8905,M,Y,N,0,315000.0,Working,House / apartment,-20319,-3961,1,0,0,,2.0,-37.0
8906,F,N,Y,1,180000.0,Working,House / apartment,-13767,-1882,0,0,0,Sales staff,3.0,-7.0
8907,F,N,Y,1,157500.0,Commercial associate,House / apartment,-14642,-345,0,0,0,Cooking staff,3.0,-44.0
8908,F,N,Y,0,292500.0,Pensioner,House / apartment,-21079,365243,0,0,0,,2.0,-4.0
8909,F,N,N,0,81000.0,Working,With parents,-11978,-2780,0,1,0,Sales staff,2.0,-12.0
8910,F,N,N,0,67500.0,Working,House / apartment,-19754,-2207,1,1,0,Laborers,2.0,-29.0
8911,F,N,Y,0,112500.0,Commercial associate,House / apartment,-10244,-279,0,1,1,,1.0,-60.0
8912,F,N,Y,0,238500.0,Working,House / apartment,-22246,-14536,0,0,0,High skill tech staff,2.0,-32.0
8913,M,Y,N,2,427500.0,Commercial associate,House / apartment,-15144,-6400,1,0,0,Managers,4.0,-4.0
8914,M,Y,Y,0,225000.0,Pensioner,House / apartment,-24166,365243,0,0,0,,2.0,-11.0
8915,M,Y,Y,1,315000.0,Working,House / apartment,-17543,-2851,0,1,0,Drivers,3.0,-38.0
8916,F,N,N,2,180000.0,Working,House / apartment,-11515,-89,1,0,0,Managers,4.0,-60.0
8917,F,Y,Y,1,135000.0,Commercial associate,House / apartment,-11159,-856,0,0,0,Sales staff,3.0,-41.0
8918,F,N,Y,0,112500.0,Pensioner,House / apartment,-21008,365243,0,0,0,,2.0,-20.0
8919,M,Y,N,0,180000.0,Commercial associate,Municipal apartment,-9810,-2993,1,0,0,,2.0,-15.0
8920,F,Y,Y,0,270000.0,Pensioner,House / apartment,-23768,365243,0,0,0,,2.0,-8.0
8921,M,Y,Y,0,135000.0,Commercial associate,House / apartment,-18103,-3840,0,0,0,Laborers,2.0,-57.0
8922,M,Y,Y,1,148500.0,Working,House / apartment,-14962,-5176,0,0,0,Laborers,3.0,-15.0
8923,M,N,N,0,225000.0,Working,House / apartment,-15168,-200,0,0,0,High skill tech staff,1.0,-38.0
8924,F,Y,Y,0,112500.0,Pensioner,Rented apartment,-24319,365243,0,0,0,,2.0,-11.0
8925,F,Y,Y,0,315000.0,Commercial associate,House / apartment,-15653,-5500,0,0,1,Core staff,2.0,-17.0
8926,F,N,Y,0,112500.0,Pensioner,House / apartment,-21832,365243,0,1,0,,2.0,-30.0
8927,F,N,N,0,405000.0,Working,House / apartment,-16388,-7127,0,0,0,,2.0,-16.0
8928,F,Y,Y,0,90000.0,Pensioner,House / apartment,-19895,365243,0,1,0,,2.0,-18.0
8929,F,N,Y,0,387000.0,Commercial associate,House / apartment,-20082,-4979,0,0,0,Sales staff,2.0,-45.0
8930,M,Y,Y,0,148500.0,Pensioner,House / apartment,-22815,365243,0,1,0,,2.0,-23.0
8931,F,N,N,0,81000.0,Pensioner,House / apartment,-20145,365243,0,0,0,,2.0,-43.0
8932,F,Y,Y,0,162000.0,Working,House / apartment,-21152,-397,0,0,0,Managers,2.0,-21.0
8933,F,N,Y,1,135000.0,Commercial associate,House / apartment,-9734,-2049,1,1,1,Core staff,3.0,-42.0
8934,F,N,Y,0,157500.0,Pensioner,House / apartment,-20578,365243,0,1,0,,2.0,-18.0
8935,M,Y,Y,0,135000.0,Working,House / apartment,-13407,-535,0,0,0,Laborers,1.0,-44.0
8936,F,Y,Y,2,135000.0,Working,House / apartment,-12406,-265,0,0,1,Drivers,4.0,-10.0
8937,F,Y,N,0,265500.0,Working,House / apartment,-14709,-931,0,0,0,Sales staff,2.0,-1.0
8938,F,N,Y,0,135000.0,Pensioner,House / apartment,-22569,365243,0,0,0,,2.0,-21.0
8939,M,Y,Y,1,315000.0,Working,House / apartment,-17543,-2851,0,1,0,Drivers,3.0,-30.0
8940,F,N,Y,0,225000.0,Working,House / apartment,-19890,-2384,1,0,0,High skill tech staff,1.0,-10.0
8941,F,N,N,0,135000.0,Working,House / apartment,-13202,-2646,1,0,0,Laborers,2.0,-35.0
8942,F,N,N,2,130500.0,Working,House / apartment,-15436,-3476,0,0,0,Sales staff,4.0,-13.0
8943,F,N,Y,0,202500.0,Working,House / apartment,-19317,-6590,1,1,1,Laborers,2.0,-52.0
8944,F,Y,N,0,157500.0,State servant,House / apartment,-17081,-2927,0,1,0,,2.0,-43.0
8945,F,Y,Y,0,216000.0,Commercial associate,House / apartment,-13402,-542,0,0,0,,2.0,-44.0
8946,F,N,N,0,90000.0,Pensioner,House / apartment,-23130,365243,0,1,0,,1.0,-47.0
8947,F,N,N,0,157500.0,Commercial associate,House / apartment,-20405,-5045,1,1,0,High skill tech staff,2.0,-16.0
8948,F,N,Y,0,76500.0,State servant,House / apartment,-18686,-6773,0,0,0,,2.0,-3.0
8949,F,N,Y,0,81000.0,Working,House / apartment,-19893,-5365,1,1,0,,2.0,-16.0
8950,F,Y,Y,0,180000.0,Commercial associate,House / apartment,-13687,-4144,0,0,0,Laborers,2.0,-33.0
8951,F,N,Y,2,112500.0,Working,House / apartment,-12974,-2379,0,0,0,Laborers,4.0,-49.0
8952,F,Y,Y,0,90000.0,Commercial associate,House / apartment,-14116,-2269,0,0,0,Medicine staff,2.0,-28.0
8953,M,Y,N,0,337500.0,Working,With parents,-11344,-3309,0,0,0,Core staff,1.0,-38.0
